State,Politics,Consumer,units,Month,Cost,PercentWind,PercentSolar
Missouri,Red,commercial,cents per kilowatthour,Jun,11.7,0.083033057,0.003133323
Missouri,Red,commercial,cents per kilowatthour,Jul,11.9,0.047299113,0.002553077
Missouri,Red,commercial,cents per kilowatthour,Aug,12,0.052788845,0.003699488
Missouri,Red,commercial,cents per kilowatthour,Sep,11.72,0.075571821,0.002927722
Missouri,Red,commercial,cents per kilowatthour,Oct,9.48,0.121456693,0.004330709
Missouri,Red,commercial,cents per kilowatthour,Nov,9.45,0.130579297,0.00308642
Missouri,Red,commercial,cents per kilowatthour,Dec,9.45,0.094287681,0.002064694
Missouri,Red,industrial,cents per kilowatthour,Jan,7.44,0.073126901,0.001105889
Missouri,Red,industrial,cents per kilowatthour,Feb,7.16,0.166445623,0.00265252
Missouri,Red,industrial,cents per kilowatthour,Mar,7.55,0.191063174,0.003301783
Missouri,Red,industrial,cents per kilowatthour,Apr,7.32,0.173884514,0.003718285
Missouri,Red,industrial,cents per kilowatthour,May,7.24,0.089745967,0.003523085
Missouri,Red,industrial,cents per kilowatthour,Jun,8.81,0.083033057,0.003133323
Missouri,Red,industrial,cents per kilowatthour,Jul,8.98,0.047299113,0.002553077
Missouri,Red,industrial,cents per kilowatthour,Aug,8.99,0.052788845,0.003699488
Missouri,Red,industrial,cents per kilowatthour,Sep,8.77,0.075571821,0.002927722
Missouri,Red,industrial,cents per kilowatthour,Oct,7.39,0.121456693,0.004330709
Missouri,Red,industrial,cents per kilowatthour,Nov,7.27,0.130579297,0.00308642
Missouri,Red,industrial,cents per kilowatthour,Dec,7.56,0.094287681,0.002064694
Missouri,Red,residential,cents per kilowatthour,Jan,10.79,0.073126901,0.001105889
Missouri,Red,residential,cents per kilowatthour,Feb,11.26,0.166445623,0.00265252
Missouri,Red,residential,cents per kilowatthour,Mar,12.38,0.191063174,0.003301783
Missouri,Red,residential,cents per kilowatthour,Apr,12.35,0.173884514,0.003718285
Missouri,Red,residential,cents per kilowatthour,May,12.45,0.089745967,0.003523085
Missouri,Red,residential,cents per kilowatthour,Jun,14.49,0.083033057,0.003133323
Missouri,Red,residential,cents per kilowatthour,Jul,14.55,0.047299113,0.002553077
Missouri,Red,residential,cents per kilowatthour,Aug,14.67,0.052788845,0.003699488
Missouri,Red,residential,cents per kilowatthour,Sep,14.61,0.075571821,0.002927722
Missouri,Red,residential,cents per kilowatthour,Oct,12.4,0.121456693,0.004330709
Missouri,Red,residential,cents per kilowatthour,Nov,12.53,0.130579297,0.00308642
Missouri,Red,residential,cents per kilowatthour,Dec,11.57,0.094287681,0.002064694
Montana,Red,all sectors,cents per kilowatthour,Jan,12,0.190709046,0.004889976
Montana,Red,all sectors,cents per kilowatthour,Feb,10.44,0.231244484,0.008384819
Montana,Red,all sectors,cents per kilowatthour,Mar,10.56,0.199341796,0.013164081
Montana,Red,all sectors,cents per kilowatthour,Apr,10.32,0.298363811,0.016843118
Montana,Red,all sectors,cents per kilowatthour,May,10.72,0.314337133,0.021595681
Montana,Red,all sectors,cents per kilowatthour,Jun,10.82,0.256004367,0.026746725
Montana,Red,all sectors,cents per kilowatthour,Jul,11.29,0.138490042,0.02315887
Montana,Red,all sectors,cents per kilowatthour,Aug,10.96,0.157118056,0.01953125
Montana,Red,all sectors,cents per kilowatthour,Sep,10.88,0.207345421,0.016736402
Montana,Red,all sectors,cents per kilowatthour,Oct,10.91,0.224303554,0.0129683
Montana,Red,all sectors,cents per kilowatthour,Nov,10.44,0.245922208,0.006273526
Montana,Red,all sectors,cents per kilowatthour,Dec,10.5,0.234441301,0.003889675
Montana,Red,commercial,cents per kilowatthour,Jan,11.54,0.190709046,0.004889976
Montana,Red,commercial,cents per kilowatthour,Feb,11.4,0.231244484,0.008384819
Montana,Red,commercial,cents per kilowatthour,Mar,11.59,0.199341796,0.013164081
Montana,Red,commercial,cents per kilowatthour,Apr,11.67,0.298363811,0.016843118
Montana,Red,commercial,cents per kilowatthour,May,12.19,0.314337133,0.021595681
Montana,Red,commercial,cents per kilowatthour,Jun,12.4,0.256004367,0.026746725
Montana,Red,commercial,cents per kilowatthour,Jul,12.26,0.138490042,0.02315887
Montana,Red,commercial,cents per kilowatthour,Aug,12,0.157118056,0.01953125
Montana,Red,commercial,cents per kilowatthour,Sep,12.07,0.207345421,0.016736402
Montana,Red,commercial,cents per kilowatthour,Oct,12.07,0.224303554,0.0129683
Montana,Red,commercial,cents per kilowatthour,Nov,11.52,0.245922208,0.006273526
Montana,Red,commercial,cents per kilowatthour,Dec,10.95,0.234441301,0.003889675
Montana,Red,industrial,cents per kilowatthour,Jan,12.57,0.190709046,0.004889976
Montana,Red,industrial,cents per kilowatthour,Feb,7.02,0.231244484,0.008384819
Montana,Red,industrial,cents per kilowatthour,Mar,7.1,0.199341796,0.013164081
Montana,Red,industrial,cents per kilowatthour,Apr,6.69,0.298363811,0.016843118
Montana,Red,industrial,cents per kilowatthour,May,6.84,0.314337133,0.021595681
Montana,Red,industrial,cents per kilowatthour,Jun,7,0.256004367,0.026746725
Montana,Red,industrial,cents per kilowatthour,Jul,8.13,0.138490042,0.02315887
Montana,Red,industrial,cents per kilowatthour,Aug,7.28,0.157118056,0.01953125
Montana,Red,industrial,cents per kilowatthour,Sep,7.05,0.207345421,0.016736402
Montana,Red,industrial,cents per kilowatthour,Oct,7.26,0.224303554,0.0129683
Montana,Red,industrial,cents per kilowatthour,Nov,6.79,0.245922208,0.006273526
Montana,Red,industrial,cents per kilowatthour,Dec,7.73,0.234441301,0.003889675
Montana,Red,residential,cents per kilowatthour,Jan,11.97,0.190709046,0.004889976
Montana,Red,residential,cents per kilowatthour,Feb,11.95,0.231244484,0.008384819
Montana,Red,residential,cents per kilowatthour,Mar,12.2,0.199341796,0.013164081
Montana,Red,residential,cents per kilowatthour,Apr,12.5,0.298363811,0.016843118
Montana,Red,residential,cents per kilowatthour,May,13.24,0.314337133,0.021595681
Montana,Red,residential,cents per kilowatthour,Jun,13.56,0.256004367,0.026746725
Montana,Red,residential,cents per kilowatthour,Jul,13.42,0.138490042,0.02315887
Montana,Red,residential,cents per kilowatthour,Aug,13.3,0.157118056,0.01953125
Montana,Red,residential,cents per kilowatthour,Sep,13.46,0.207345421,0.016736402
Montana,Red,residential,cents per kilowatthour,Oct,13.33,0.224303554,0.0129683
Montana,Red,residential,cents per kilowatthour,Nov,12.52,0.245922208,0.006273526
Montana,Red,residential,cents per kilowatthour,Dec,11.87,0.234441301,0.003889675
Nebraska,Red,all sectors,cents per kilowatthour,Jan,8.75,0.248678802,0.001174398
Nebraska,Red,all sectors,cents per kilowatthour,Feb,8.89,0.352711919,0.001623904
Nebraska,Red,all sectors,cents per kilowatthour,Mar,8.9,0.422121896,0.00193486
Nebraska,Red,all sectors,cents per kilowatthour,Apr,9.1,0.469755925,0.002829855
Nebraska,Red,all sectors,cents per kilowatthour,May,9.04,0.386887608,0.009726225
Nebraska,Red,all sectors,cents per kilowatthour,Jun,9.93,0.331139591,0.009698649
Nebraska,Red,all sectors,cents per kilowatthour,Jul,9.68,0.185610641,0.007859734
Nebraska,Red,all sectors,cents per kilowatthour,Aug,9.72,0.199603624,0.00594564
Nebraska,Red,all sectors,cents per kilowatthour,Sep,9.58,0.305396443,0.006632499
Nebraska,Red,all sectors,cents per kilowatthour,Oct,8.88,0.449139865,0.007479432
Nebraska,Red,all sectors,cents per kilowatthour,Nov,8.86,0.357411845,0.003423485
Nebraska,Red,all sectors,cents per kilowatthour,Dec,8.72,0.301184433,0.002538071
Nebraska,Red,commercial,cents per kilowatthour,Jan,8.48,0.248678802,0.001174398
Nebraska,Red,commercial,cents per kilowatthour,Feb,9.04,0.352711919,0.001623904
Nebraska,Red,commercial,cents per kilowatthour,Mar,8.54,0.422121896,0.00193486
Nebraska,Red,commercial,cents per kilowatthour,Apr,8.11,0.469755925,0.002829855
Nebraska,Red,commercial,cents per kilowatthour,May,8.29,0.386887608,0.009726225
Nebraska,Red,commercial,cents per kilowatthour,Jun,9.31,0.331139591,0.009698649
Nebraska,Red,commercial,cents per kilowatthour,Jul,9.21,0.185610641,0.007859734
Nebraska,Red,commercial,cents per kilowatthour,Aug,9.21,0.199603624,0.00594564
Nebraska,Red,commercial,cents per kilowatthour,Sep,9.08,0.305396443,0.006632499
Nebraska,Red,commercial,cents per kilowatthour,Oct,8.36,0.449139865,0.007479432
Nebraska,Red,commercial,cents per kilowatthour,Nov,8.31,0.357411845,0.003423485
Nebraska,Red,commercial,cents per kilowatthour,Dec,8.2,0.301184433,0.002538071
Nebraska,Red,industrial,cents per kilowatthour,Jan,7.64,0.248678802,0.001174398
Nebraska,Red,industrial,cents per kilowatthour,Feb,6.76,0.352711919,0.001623904
Nebraska,Red,industrial,cents per kilowatthour,Mar,7.1,0.422121896,0.00193486
Nebraska,Red,industrial,cents per kilowatthour,Apr,8.04,0.469755925,0.002829855
Nebraska,Red,industrial,cents per kilowatthour,May,7.61,0.386887608,0.009726225
Nebraska,Red,industrial,cents per kilowatthour,Jun,8.18,0.331139591,0.009698649
Nebraska,Red,industrial,cents per kilowatthour,Jul,7.8,0.185610641,0.007859734
Nebraska,Red,industrial,cents per kilowatthour,Aug,7.91,0.199603624,0.00594564
Nebraska,Red,industrial,cents per kilowatthour,Sep,7.6,0.305396443,0.006632499
Nebraska,Red,industrial,cents per kilowatthour,Oct,7.13,0.449139865,0.007479432
Nebraska,Red,industrial,cents per kilowatthour,Nov,7.09,0.357411845,0.003423485
Nebraska,Red,industrial,cents per kilowatthour,Dec,7.22,0.301184433,0.002538071
Nebraska,Red,residential,cents per kilowatthour,Jan,9.82,0.248678802,0.001174398
Nebraska,Red,residential,cents per kilowatthour,Feb,10.69,0.352711919,0.001623904
Nebraska,Red,residential,cents per kilowatthour,Mar,11.58,0.422121896,0.00193486
Nebraska,Red,residential,cents per kilowatthour,Apr,11.82,0.469755925,0.002829855
Nebraska,Red,residential,cents per kilowatthour,May,12.19,0.386887608,0.009726225
Nebraska,Red,residential,cents per kilowatthour,Jun,12.89,0.331139591,0.009698649
Nebraska,Red,residential,cents per kilowatthour,Jul,12.26,0.185610641,0.007859734
Nebraska,Red,residential,cents per kilowatthour,Aug,12.5,0.199603624,0.00594564
Nebraska,Red,residential,cents per kilowatthour,Sep,13.12,0.305396443,0.006632499
Nebraska,Red,residential,cents per kilowatthour,Oct,12.1,0.449139865,0.007479432
Nebraska,Red,residential,cents per kilowatthour,Nov,12.21,0.357411845,0.003423485
Nebraska,Red,residential,cents per kilowatthour,Dec,10.78,0.301184433,0.002538071
Nevada,Red,all sectors,cents per kilowatthour,Jan,11.88,0.006406685,0.133147632
Nevada,Red,all sectors,cents per kilowatthour,Feb,11.75,0.009743423,0.182526794
Nevada,Red,all sectors,cents per kilowatthour,Mar,11.57,0.012436224,0.259885204
Nevada,Red,all sectors,cents per kilowatthour,Apr,11.35,0.008525418,0.359330597
Nevada,Red,all sectors,cents per kilowatthour,May,11.47,0.007419184,0.384472708
Nevada,Red,all sectors,cents per kilowatthour,Jun,12.88,0.005459509,0.339399454
Nevada,Red,all sectors,cents per kilowatthour,Jul,11.65,0.002712127,0.28574196
Nevada,Red,all sectors,cents per kilowatthour,Aug,11.5,0.006896552,0.28987069
Nevada,Red,all sectors,cents per kilowatthour,Sep,11.49,0.004929751,0.300468326
Nevada,Red,all sectors,cents per kilowatthour,Oct,10.65,0.006556517,0.276422764
Nevada,Red,all sectors,cents per kilowatthour,Nov,10.27,0.010788941,0.247471342
Nevada,Red,all sectors,cents per kilowatthour,Dec,10.42,0.007614213,0.20748731
Nevada,Red,commercial,cents per kilowatthour,Jan,11.47,0.006406685,0.133147632
Nevada,Red,commercial,cents per kilowatthour,Feb,11.33,0.009743423,0.182526794
Nevada,Red,commercial,cents per kilowatthour,Mar,11.12,0.012436224,0.259885204
Nevada,Red,commercial,cents per kilowatthour,Apr,10.66,0.008525418,0.359330597
Nevada,Red,commercial,cents per kilowatthour,May,10.5,0.007419184,0.384472708
Nevada,Red,commercial,cents per kilowatthour,Jun,11.22,0.005459509,0.339399454
Nevada,Red,commercial,cents per kilowatthour,Jul,10.02,0.002712127,0.28574196
Nevada,Red,commercial,cents per kilowatthour,Aug,9.83,0.006896552,0.28987069
Nevada,Red,commercial,cents per kilowatthour,Sep,10.24,0.004929751,0.300468326
Nevada,Red,commercial,cents per kilowatthour,Oct,9.79,0.006556517,0.276422764
Nevada,Red,commercial,cents per kilowatthour,Nov,10.06,0.010788941,0.247471342
Nevada,Red,commercial,cents per kilowatthour,Dec,9.85,0.007614213,0.20748731
Nevada,Red,industrial,cents per kilowatthour,Jan,8.06,0.006406685,0.133147632
Nevada,Red,industrial,cents per kilowatthour,Feb,7.99,0.009743423,0.182526794
Nevada,Red,industrial,cents per kilowatthour,Mar,7.93,0.012436224,0.259885204
Nevada,Red,industrial,cents per kilowatthour,Apr,7.83,0.008525418,0.359330597
Nevada,Red,industrial,cents per kilowatthour,May,7.9,0.007419184,0.384472708
Nevada,Red,industrial,cents per kilowatthour,Jun,10.63,0.005459509,0.339399454
Nevada,Red,industrial,cents per kilowatthour,Jul,9.98,0.002712127,0.28574196
Nevada,Red,industrial,cents per kilowatthour,Aug,9.79,0.006896552,0.28987069
Nevada,Red,industrial,cents per kilowatthour,Sep,9.6,0.004929751,0.300468326
Nevada,Red,industrial,cents per kilowatthour,Oct,7.71,0.006556517,0.276422764
Nevada,Red,industrial,cents per kilowatthour,Nov,6.5,0.010788941,0.247471342
Nevada,Red,industrial,cents per kilowatthour,Dec,6.87,0.007614213,0.20748731
Nevada,Red,residential,cents per kilowatthour,Jan,16.37,0.006406685,0.133147632
Nevada,Red,residential,cents per kilowatthour,Feb,16.68,0.009743423,0.182526794
Nevada,Red,residential,cents per kilowatthour,Mar,16.81,0.012436224,0.259885204
Nevada,Red,residential,cents per kilowatthour,Apr,16.58,0.008525418,0.359330597
Nevada,Red,residential,cents per kilowatthour,May,16.18,0.007419184,0.384472708
Nevada,Red,residential,cents per kilowatthour,Jun,15.5,0.005459509,0.339399454
Nevada,Red,residential,cents per kilowatthour,Jul,13.56,0.002712127,0.28574196
Nevada,Red,residential,cents per kilowatthour,Aug,13.73,0.006896552,0.28987069
Nevada,Red,residential,cents per kilowatthour,Sep,14.03,0.004929751,0.300468326
Nevada,Red,residential,cents per kilowatthour,Oct,14.6,0.006556517,0.276422764
Nevada,Red,residential,cents per kilowatthour,Nov,15.26,0.010788941,0.247471342
Nevada,Red,residential,cents per kilowatthour,Dec,14.88,0.007614213,0.20748731
New Hampshire,Blue,all sectors,cents per kilowatthour,Jan,21.91,0.026494147,0
New Hampshire,Blue,all sectors,cents per kilowatthour,Feb,21.17,0.032477341,0
New Hampshire,Blue,all sectors,cents per kilowatthour,Mar,20,0.034083163,0
New Hampshire,Blue,all sectors,cents per kilowatthour,Apr,20.08,0.029778393,0
New Hampshire,Blue,all sectors,cents per kilowatthour,May,20.04,0.017627119,0
New Hampshire,Blue,all sectors,cents per kilowatthour,Jun,19.87,0.019583843,0
New Hampshire,Blue,all sectors,cents per kilowatthour,Jul,19.72,0.015492958,0
New Hampshire,Blue,all sectors,cents per kilowatthour,Aug,20.18,0.010514665,0
New Hampshire,Blue,all sectors,cents per kilowatthour,Sep,21.08,0.013356562,0
New Hampshire,Blue,all sectors,cents per kilowatthour,Oct,20.96,0.041353383,0
New Hampshire,Blue,all sectors,cents per kilowatthour,Nov,20.91,0.074494949,0
New Hampshire,Blue,all sectors,cents per kilowatthour,Dec,21.26,0.027739251,0
New Hampshire,Blue,commercial,cents per kilowatthour,Jan,20.24,0.026494147,0
New Hampshire,Blue,commercial,cents per kilowatthour,Feb,20.2,0.032477341,0
New Hampshire,Blue,commercial,cents per kilowatthour,Mar,19.12,0.034083163,0
New Hampshire,Blue,commercial,cents per kilowatthour,Apr,19.13,0.029778393,0
New Hampshire,Blue,commercial,cents per kilowatthour,May,19.23,0.017627119,0
New Hampshire,Blue,commercial,cents per kilowatthour,Jun,18.99,0.019583843,0
New Hampshire,Blue,commercial,cents per kilowatthour,Jul,18.68,0.015492958,0
New Hampshire,Blue,commercial,cents per kilowatthour,Aug,18.67,0.010514665,0
New Hampshire,Blue,commercial,cents per kilowatthour,Sep,19.98,0.013356562,0
New Hampshire,Blue,commercial,cents per kilowatthour,Oct,19.98,0.041353383,0
New Hampshire,Blue,commercial,cents per kilowatthour,Nov,19.44,0.074494949,0
New Hampshire,Blue,commercial,cents per kilowatthour,Dec,19.91,0.027739251,0
New Hampshire,Blue,industrial,cents per kilowatthour,Jan,17.29,0.026494147,0
New Hampshire,Blue,industrial,cents per kilowatthour,Feb,16.91,0.032477341,0
New Hampshire,Blue,industrial,cents per kilowatthour,Mar,16.37,0.034083163,0
New Hampshire,Blue,industrial,cents per kilowatthour,Apr,15.79,0.029778393,0
New Hampshire,Blue,industrial,cents per kilowatthour,May,15.8,0.017627119,0
New Hampshire,Blue,industrial,cents per kilowatthour,Jun,15.99,0.019583843,0
New Hampshire,Blue,industrial,cents per kilowatthour,Jul,15.93,0.015492958,0
New Hampshire,Blue,industrial,cents per kilowatthour,Aug,16,0.010514665,0
New Hampshire,Blue,industrial,cents per kilowatthour,Sep,15.64,0.013356562,0
New Hampshire,Blue,industrial,cents per kilowatthour,Oct,15.53,0.041353383,0
New Hampshire,Blue,industrial,cents per kilowatthour,Nov,16.31,0.074494949,0
New Hampshire,Blue,industrial,cents per kilowatthour,Dec,17.02,0.027739251,0
New Hampshire,Blue,residential,cents per kilowatthour,Jan,24.84,0.026494147,0
New Hampshire,Blue,residential,cents per kilowatthour,Feb,23.52,0.032477341,0
New Hampshire,Blue,residential,cents per kilowatthour,Mar,22.21,0.034083163,0
New Hampshire,Blue,residential,cents per kilowatthour,Apr,22.73,0.029778393,0
New Hampshire,Blue,residential,cents per kilowatthour,May,23.01,0.017627119,0
New Hampshire,Blue,residential,cents per kilowatthour,Jun,22.43,0.019583843,0
New Hampshire,Blue,residential,cents per kilowatthour,Jul,21.71,0.015492958,0
New Hampshire,Blue,residential,cents per kilowatthour,Aug,22.85,0.010514665,0
New Hampshire,Blue,residential,cents per kilowatthour,Sep,24.86,0.013356562,0
New Hampshire,Blue,residential,cents per kilowatthour,Oct,24.7,0.041353383,0
New Hampshire,Blue,residential,cents per kilowatthour,Nov,24.39,0.074494949,0
New Hampshire,Blue,residential,cents per kilowatthour,Dec,23.62,0.027739251,0
New Jersey,Blue,all sectors,cents per kilowatthour,Jan,14.97,0.0003663,0.014285714
New Jersey,Blue,all sectors,cents per kilowatthour,Feb,15.11,0.000427259,0.023071993
New Jersey,Blue,all sectors,cents per kilowatthour,Mar,15.12,0.000457875,0.030677656
New Jersey,Blue,all sectors,cents per kilowatthour,Apr,15.47,0.0004385,0.033764525
New Jersey,Blue,all sectors,cents per kilowatthour,May,15.99,0.000234687,0.040600798
New Jersey,Blue,all sectors,cents per kilowatthour,Jun,17.3,0.000359583,0.03236246
New Jersey,Blue,all sectors,cents per kilowatthour,Jul,18.12,0.000151194,0.02555186
New Jersey,Blue,all sectors,cents per kilowatthour,Aug,17.94,0.000182648,0.03086758
New Jersey,Blue,all sectors,cents per kilowatthour,Sep,16.56,0.00021164,0.02984127
New Jersey,Blue,all sectors,cents per kilowatthour,Oct,15.85,0.000215146,0.029905336
New Jersey,Blue,all sectors,cents per kilowatthour,Nov,16.31,0.000473149,0.021764845
New Jersey,Blue,all sectors,cents per kilowatthour,Dec,16.34,0.000413479,0.017366136
New Jersey,Blue,commercial,cents per kilowatthour,Jan,13.21,0.0003663,0.014285714
New Jersey,Blue,commercial,cents per kilowatthour,Feb,13.69,0.000427259,0.023071993
New Jersey,Blue,commercial,cents per kilowatthour,Mar,14.01,0.000457875,0.030677656
New Jersey,Blue,commercial,cents per kilowatthour,Apr,14.28,0.0004385,0.033764525
New Jersey,Blue,commercial,cents per kilowatthour,May,14.88,0.000234687,0.040600798
New Jersey,Blue,commercial,cents per kilowatthour,Jun,15.51,0.000359583,0.03236246
New Jersey,Blue,commercial,cents per kilowatthour,Jul,15.84,0.000151194,0.02555186
New Jersey,Blue,commercial,cents per kilowatthour,Aug,15.95,0.000182648,0.03086758
New Jersey,Blue,commercial,cents per kilowatthour,Sep,15.52,0.00021164,0.02984127
New Jersey,Blue,commercial,cents per kilowatthour,Oct,14.44,0.000215146,0.029905336
New Jersey,Blue,commercial,cents per kilowatthour,Nov,14.74,0.000473149,0.021764845
New Jersey,Blue,commercial,cents per kilowatthour,Dec,14.76,0.000413479,0.017366136
New Jersey,Blue,industrial,cents per kilowatthour,Jan,11.21,0.0003663,0.014285714
New Jersey,Blue,industrial,cents per kilowatthour,Feb,11.9,0.000427259,0.023071993
New Jersey,Blue,industrial,cents per kilowatthour,Mar,11.73,0.000457875,0.030677656
New Jersey,Blue,industrial,cents per kilowatthour,Apr,11.1,0.0004385,0.033764525
New Jersey,Blue,industrial,cents per kilowatthour,May,11.67,0.000234687,0.040600798
New Jersey,Blue,industrial,cents per kilowatthour,Jun,12.15,0.000359583,0.03236246
New Jersey,Blue,industrial,cents per kilowatthour,Jul,13.15,0.000151194,0.02555186
New Jersey,Blue,industrial,cents per kilowatthour,Aug,13.02,0.000182648,0.03086758
New Jersey,Blue,industrial,cents per kilowatthour,Sep,12.31,0.00021164,0.02984127
New Jersey,Blue,industrial,cents per kilowatthour,Oct,11.36,0.000215146,0.029905336
New Jersey,Blue,industrial,cents per kilowatthour,Nov,11.98,0.000473149,0.021764845
New Jersey,Blue,industrial,cents per kilowatthour,Dec,12.54,0.000413479,0.017366136
New Jersey,Blue,residential,cents per kilowatthour,Jan,17.94,0.0003663,0.014285714
New Jersey,Blue,residential,cents per kilowatthour,Feb,17.71,0.000427259,0.023071993
New Jersey,Blue,residential,cents per kilowatthour,Mar,18.06,0.000457875,0.030677656
New Jersey,Blue,residential,cents per kilowatthour,Apr,18.47,0.0004385,0.033764525
New Jersey,Blue,residential,cents per kilowatthour,May,18.6,0.000234687,0.040600798
New Jersey,Blue,residential,cents per kilowatthour,Jun,19.9,0.000359583,0.03236246
New Jersey,Blue,residential,cents per kilowatthour,Jul,20.71,0.000151194,0.02555186
New Jersey,Blue,residential,cents per kilowatthour,Aug,20.65,0.000182648,0.03086758
New Jersey,Blue,residential,cents per kilowatthour,Sep,19.37,0.00021164,0.02984127
New Jersey,Blue,residential,cents per kilowatthour,Oct,19.57,0.000215146,0.029905336
New Jersey,Blue,residential,cents per kilowatthour,Nov,19.64,0.000473149,0.021764845
New Jersey,Blue,residential,cents per kilowatthour,Dec,19.49,0.000413479,0.017366136
New Mexico,Blue,all sectors,cents per kilowatthour,Jan,9.08,0.356645305,0.052382279
New Mexico,Blue,all sectors,cents per kilowatthour,Feb,9.14,0.414735099,0.061258278
New Mexico,Blue,all sectors,cents per kilowatthour,Mar,8.96,0.467321264,0.08530224
New Mexico,Blue,all sectors,cents per kilowatthour,Apr,8.81,0.450686642,0.11423221
New Mexico,Blue,all sectors,cents per kilowatthour,May,8.9,0.394173093,0.117966295
New Mexico,Blue,all sectors,cents per kilowatthour,Jun,9.68,0.313329793,0.114179501
New Mexico,Blue,all sectors,cents per kilowatthour,Jul,10.27,0.246278755,0.124221922
New Mexico,Blue,all sectors,cents per kilowatthour,Aug,9.81,0.285353535,0.138573232
New Mexico,Blue,all sectors,cents per kilowatthour,Sep,9.86,0.310967742,0.133225806
New Mexico,Blue,all sectors,cents per kilowatthour,Oct,8.71,0.428144706,0.132758048
New Mexico,Blue,all sectors,cents per kilowatthour,Nov,8.91,0.509853099,0.12611967
New Mexico,Blue,all sectors,cents per kilowatthour,Dec,9.04,0.453933272,0.109886746
New Mexico,Blue,commercial,cents per kilowatthour,Jan,10.33,0.356645305,0.052382279
New Mexico,Blue,commercial,cents per kilowatthour,Feb,10.3,0.414735099,0.061258278
New Mexico,Blue,commercial,cents per kilowatthour,Mar,10.17,0.467321264,0.08530224
New Mexico,Blue,commercial,cents per kilowatthour,Apr,10.18,0.450686642,0.11423221
New Mexico,Blue,commercial,cents per kilowatthour,May,10.02,0.394173093,0.117966295
New Mexico,Blue,commercial,cents per kilowatthour,Jun,11.07,0.313329793,0.114179501
New Mexico,Blue,commercial,cents per kilowatthour,Jul,11.92,0.246278755,0.124221922
New Mexico,Blue,commercial,cents per kilowatthour,Aug,10.97,0.285353535,0.138573232
New Mexico,Blue,commercial,cents per kilowatthour,Sep,11.22,0.310967742,0.133225806
New Mexico,Blue,commercial,cents per kilowatthour,Oct,10.18,0.428144706,0.132758048
New Mexico,Blue,commercial,cents per kilowatthour,Nov,10.38,0.509853099,0.12611967
New Mexico,Blue,commercial,cents per kilowatthour,Dec,10.49,0.453933272,0.109886746
New Mexico,Blue,industrial,cents per kilowatthour,Jan,5.32,0.356645305,0.052382279
New Mexico,Blue,industrial,cents per kilowatthour,Feb,5.49,0.414735099,0.061258278
New Mexico,Blue,industrial,cents per kilowatthour,Mar,5.73,0.467321264,0.08530224
New Mexico,Blue,industrial,cents per kilowatthour,Apr,5.63,0.450686642,0.11423221
New Mexico,Blue,industrial,cents per kilowatthour,May,5.83,0.394173093,0.117966295
New Mexico,Blue,industrial,cents per kilowatthour,Jun,5.51,0.313329793,0.114179501
New Mexico,Blue,industrial,cents per kilowatthour,Jul,5.51,0.246278755,0.124221922
New Mexico,Blue,industrial,cents per kilowatthour,Aug,4.84,0.285353535,0.138573232
New Mexico,Blue,industrial,cents per kilowatthour,Sep,5.72,0.310967742,0.133225806
New Mexico,Blue,industrial,cents per kilowatthour,Oct,5.4,0.428144706,0.132758048
New Mexico,Blue,industrial,cents per kilowatthour,Nov,5.61,0.509853099,0.12611967
New Mexico,Blue,industrial,cents per kilowatthour,Dec,5.67,0.453933272,0.109886746
New Mexico,Blue,residential,cents per kilowatthour,Jan,13.57,0.356645305,0.052382279
New Mexico,Blue,residential,cents per kilowatthour,Feb,13.94,0.414735099,0.061258278
New Mexico,Blue,residential,cents per kilowatthour,Mar,14.25,0.467321264,0.08530224
New Mexico,Blue,residential,cents per kilowatthour,Apr,14.03,0.450686642,0.11423221
New Mexico,Blue,residential,cents per kilowatthour,May,13.59,0.394173093,0.117966295
New Mexico,Blue,residential,cents per kilowatthour,Jun,14.22,0.313329793,0.114179501
New Mexico,Blue,residential,cents per kilowatthour,Jul,15.13,0.246278755,0.124221922
New Mexico,Blue,residential,cents per kilowatthour,Aug,15.01,0.285353535,0.138573232
New Mexico,Blue,residential,cents per kilowatthour,Sep,15.33,0.310967742,0.133225806
New Mexico,Blue,residential,cents per kilowatthour,Oct,13.96,0.428144706,0.132758048
New Mexico,Blue,residential,cents per kilowatthour,Nov,14.25,0.509853099,0.12611967
New Mexico,Blue,residential,cents per kilowatthour,Dec,14.26,0.453933272,0.109886746
New York,Blue,all sectors,cents per kilowatthour,Jan,18.89,0.045036011,0.012763242
New York,Blue,all sectors,cents per kilowatthour,Feb,19.35,0.051964637,0.019449902
New York,Blue,all sectors,cents per kilowatthour,Mar,18.39,0.063825449,0.025183524
New York,Blue,all sectors,cents per kilowatthour,Apr,17.99,0.061456594,0.030467446
New York,Blue,all sectors,cents per kilowatthour,May,18.47,0.039577836,0.033225838
New York,Blue,all sectors,cents per kilowatthour,Jun,20.14,0.040993021,0.032423359
New York,Blue,all sectors,cents per kilowatthour,Jul,21.27,0.023713305,0.026915745
New York,Blue,all sectors,cents per kilowatthour,Aug,21.03,0.028569049,0.030901216
New York,Blue,all sectors,cents per kilowatthour,Sep,20.74,0.035625187,0.031533779
New York,Blue,all sectors,cents per kilowatthour,Oct,19.72,0.054136253,0.031123277
New York,Blue,all sectors,cents per kilowatthour,Nov,18.87,0.066368672,0.02166942
